Incident_ID,Age,Gender
20161201UTMUB,15,Male
20161117MNCRS,8,Male
20161111MIBAA,Adult,Male
20161103COBEB,15,Male
20161102COGRG,17,Male
20161025UTUNS,14,Male
20161018CAJUS,17,Male
20161018CAJUS,Teen,Male
20161018CAJUS,Teen,Male
20161018CAJUS,Teen,Male
20161015GABEA,,Male
20161013OHLIC,16,Male
20161013OHLIC,16,Male
20161011ALVIM,16,Male
20161006TXDUF,,
20160930ILCHC,,
20160928TNSYP,14,Male
20160928SCTOT,14,Male
20160927OHELC,,
20160926MSTAJ,18,Male
20160909PASMY,,Male
20160909IACEC,15,Male
20160908TXALA,14,Female
20160907MIDED,,
20160902OKMCT,16,Male
20160819FLSOM,,Male
20160817OHWEC,Adult,Male
20160725MOAVA,18,Male
20160630CAWOH,,
20160616ILMCC,,
20160608MAJED,24,Male
20160608MAJED,23,Male
20160515KSAUA,37,Male
20160513SCSOG,16,Male
20160506IDROT,14,Male
20160506FLOSP,28,Male
20160505MDHIB,62,Male
20160504COEAP,25,Male
20160502TXKID,15,Male
20160423WIANA,18,Male
20160315ALHUB,19,Male
20160229OHMAM,14,Male
20160226TXPAP,63,Male
20160217PACHC,16,Male
20160217FLROH,Adult,Male
20160212AZING,15,Female
20160209MIMUM,22,Male
20160129PABEP,16,Male
20160122INLAI,17,Male
20160120INNOI,Adult,Male
20160113ARHAB,17,Male
20160112DECED,13,Male
20151204KSWEW,17,Male
20151120FLNAM,Teen,Male
20151111ARSUS,Teen,Male
20151105GAVEM,9,Male
20151024TXEDS,,Male
20151015TXKAS,22,Female
20150930SDHAH,16,Male
20150922NCCES,26,Female
20150911LANOL,,Male
20150903ORNEN,53,Male
20150825GAWSA,Child,Male
20150823TXWIR,20,Male
20150808TXPAP,21,Male
20150724TXELC,15,Male
20150705TXCOD,18,Male
20150629TXJOS,28,Male
20150627CTSAH,,Male
20150623NEFOF,35,Male
20150604NCSOF,38,Male
20150604NCSOF,29,Female
20150527FLEVE,56,Male
20150524MISOF,,
20150521FLDUJ,16,Male
20150520TXROR,18,Male
20150512FLUNJ,,Male
20150512AZCOT,18,Male
20150505GACOC,14,Male
20150504OHWIC,,
20150428MDDRW,,Male
20150427WANOL,16,Male
20150422NVRUL,11,Male
20150417TXSES,18,Male
20150330MOPEU,24,Male
20150215CATEM,17,Male
20150215ARLAL,62,Male
20150204MDFRF,21,Male
20150204MDFRF,,Male
20150126MNHAR,48,Male
20150122SCROH,Teen,Male
20150120ALWIM,Teen,Male
20150116FLVAO,15,Male
20150115WIWIM,37,Male
20141217MIGOW,,Male
20141217MEBEW,41,Male
20141216PASUP,,
20141212ORROP,16,Male
20141120FLMIM,17,Male
20141024WAMAM,15,Male
20141024GALAA,17,Male
20141021TNAMM,13,Male
20141003GALAF,18,Male
20140930NCALA,16,Male
20140930KYFEL,16,Male
20140925NHWEM,21,Male
20140919IANOD,14,Male
20140911UTWET,39,Female
20140910FLGRL,14,Male
20140909FLSTM,Teen,Male
20140909FLSTM,Teen,Male
20140909FLSTM,Teen,Male
20140909FLSTM,Teen,Male
20140909FLSTM,Teen,Male
20140814VASAN,17,Male
20140813MDHEF,16,Male
20140813MDHEF,21,Male
20140623MOKEB,Teen,Male
20140610ORRET,15,Male
20140521WICLM,18,Male
20140514CAJOR,,Male
20140503WAHOE,,Male
20140421UTPRP,14,Male
20140421INSTG,55,Male
20140411MIEAD,,Male
20140410OHLIC,48,Male
20140409NCDHG,17,Male
20140403NJUNN,Adult,Male
20140325GABEC,15,Male
20140325GABEC,15,Male
20140312FLACM,41,Male
20140307LAMAT,17,Male
20140220MIRAR,42,Male
20140211OHCHL,17,Male
20140210NCSAS,17,Male
20140207ORBEB,17,Male
20140131IANOD,Adult,Male
20140131IANOD,Adult,Male
20140131IANOD,Adult,Male
20140131IANOD,Adult,Male
20140131IANOD,Adult,Male
20140131IANOD,Adult,Male
20140131AZCEP,20,Male
20140131AZCEP,20,Male
20140128HIPRH,Adult,
20140127ILREC,18,Male
20140117PADEP,18,Male
20140114PAKIL,,Male
20140114NMBER,14,Male
20140114LASTB,17,Male
20140113CTHIN,17,Male
20140109TNLIJ,16,Male
20131219CAEDF,16,Male
20131213COARC,18,Male
20131204FLWEW,17,Male
20131113PABRP,16,Male
20131103GASTL,Teen,Male
20131101IAALA,23,Male
20131023CANEC,Child,
20131021NVSPS,12,Male
20131015TXLAA,16,Male
20131004FLAGP,,Male
20131002NHWIS,24,Male
20130928MENEG,19,Male
20130927ILROC,18,Male
20130830NCCAW,18,Male
20130823MSNOS,21,Male
20130823MSNOS,17,Male
20130823MSNOS,21,Male
20130822TNWEM,5,Male
20130820GAROD,20,Male
20130815TNNOC,40,Male
20130619FLALW,53,Male
20130618NCHIC,17,Male
20130618NCHIC,17,Male
20130523FLREH,11,Male
20130513ALOSB,36,Female
20130430NMTUT,19,Male
20130429OHLAC,17,Male
20130416TXTET,15,Male
20130321MIDAS,13,Male
20130227GAGRA,17,Female
20130213CAHIS,18,Male
20130201MIMAD,16,Male
20130201MIMAD,15,Male
20130131GAPRA,15,Male
20130129ALDAM,65,Male
20130111MIOSD,Teen,Male
20130110CATAT,16,Male
20130107FLAPF,,
20121214CTSAN,20,Male
20121210TXSPH,15,Male
20121019ILBAC,14,Male
20121019ILBAC,16,Male
20121012NDFAF,Teen,Male
20120926OKSTS,13,Male
20120907ILNON,15,Male
20120827MDPEP,15,Male
20120824GABAH,15,Male
20120816TNHAM,Adult,Male
20120706RINAP,20,Male
20120525NCMAC,51,Male
20120525AZWEA,38,Male
20120401ARKIR,18,Male
20120315ALLEM,16,Male
20120306FLEPJ,28,Male
20120227OHCHC,17,Male
20120222WAARB,10,Male
20120210NHWAW,14,Male
20120110TXNOH,18,Male
20120104TXCUB,Child,
20111228MINOF,17,Male
20111228MINOF,17,Male
20111212TXHAE,36,Male
20111024NCCAF,15,Male
20110930ORWIP,20,Male
20110930ORWIP,20,Male
20110930NCGAC,,Male
20110923WAISS,51,Male
20110523HIHIP,14,Male
20110517WAHOE,16,Male
20110419TXBEH,6,Male
20110413FLSHA,17,Male
20110330TXWOH,Teen,Male
20110330TXWOH,Teen,Male
20110330TXWOH,,Male
20110325INMAM,16,Male
20110202CALOP,44,Male
20110118CAGAL,17,Male
20110105NEMIO,17,Male
20110104INCRC,,
20101206COAUA,23,Male
20101129WIMAM,15,Male
20101023KSTOT,19,Male
20101023KSTOT,21,Male
20101008CAKEC,41,Male
20101001CAALS,,
20100921SCSOC,15,Male
20100908MIMUD,17,Male
20100830TNSUB,62,Male
20100518CASOS,17,Male
20100428VAWOP,15,Male
20100226WABIT,30,Male
20100223CODEL,32,Male
20100210TNINK,48,Male
20100205ALDIM,14,Male
20100120ALLIL,32,Male
20091211LABOS,28,Male
20091106PAHAW,15,Male
20091030CAWIL,18,Male
20091016SCCAC,Adult,Male
20091008NYMAM,28,Male
20090916VAVIG,16,Male
20090908CTSTS,16,Male
20090827NCWEF,16,Male
20090624IAAPP,24,Male
20090615CAINS,,Male
20090518LALAL,15,Male
20090505NYCAC,17,Male
20090501WISHS,17,Male
20090413CALOL,,Male
20090311TXCYH,Teen,Male
20090310FLRIJ,Teen,Male
20090310FLRIJ,Teen,Male
20090306NCWEF,19,Male
20090302SDROS,10,Male
20090223CTBRN,19,Male
20090220CAJOH,,Male
20090217MICED,17,Male
20090217MICED,19,Male
20090211NCSCZ,11,Male
20090210CABAE,9,Male
20090127NCCLC,18,Male
20090123ILCAC,18,Male
20090120PAEAE,15,Male
20090120MIBEM,18,Male
20090120ILCOC,16,Male
20090120ILCOC,16,Male
20090114ILPEC,,
20090109ILDUC,18,Male
20090108DEWIN,Adult,Female
20081231OKKEN,68,Male
20081231GASHS,18,Female
20081227PAWIP,,
20081222FLLAL,47,Female
20081221SCSUS,22,Male
20081212NYWIM,27,Male
20081212NCGUA,16,Female
20081205MNSHF,34,Male
20081202CAKIK,17,Male
20081130CAOAG,Adult,Male
20081125TXNOH,18,Male
20081118CACOO,13,Male
20081118CACEC,18,Male
20081115UTDES,15,Male
20081115COTHL,18,Male
20081112FLDIF,15,Female
20081103CAELO,,
20081103CABEB,,
20081031MESTS,55,Male
20081029CAELG,10,Male
20081023ALPRP,50,Male
20081020CAVAA,14,Male
20081016MIHED,15,Male
20080919CAGEA,,Male
20080915CAMIS,17,Male
20080902OHSOW,15,Male
20080821TNCEK,15,Male
20080814WALAF,17,Male
20080811WAWAK,49,Male
20080516LAMAT,Teen,Male
20080416CAROF,Adult,
20080306ALDAM,18,Male
20080214CAEOO,14,Male
20080211TNMIM,17,Male
20080204TNHAM,16,Male
20071221CABAU,21,Male
20071126NYHOH,17,Male
20071105LAJOR,13,Male
20071024TNMAM,15,Male
20071010OHSUC,14,Male
20071001CTPLM,15,Male
20070930AZSSP,18,Male
20070928CALAO,17,Male
20070804NJMON,19,Male
20070709ILCAC,,Male
20070628TXDAD,17,Male
20070617SCBRB,21,Male
20070531NCNOG,,Male
20070530NCVAG,,Male
20070523RIOAC,11,Male
20070515TXLIL,14,Male
20070512TXWEM,17,Male
20070510MIHED,,
20070504TXTIE,15,Female
20070503OHGED,16,Male
20070418NCNOH,16,Male
20070410ORSPG,15,Male
20070410ILCHC,15,Male
20070329SCMYM,18,Male
20070327CTSAH,,Male
20070323FLUNO,10,Male
20070308TNEAC,62,Male
20070307TXGRG,16,Male
20070307MIHEM,17,Male
20070307CACEC,,Male
20070227GACLA,10,Male
20070226CASLA,12,Male
20070208TXSTP,Teen,Male
20070208ORCRP,18,Male
20070207FLPAJ,16,Male
20070131ILHIC,,Male
20070124TNHAS,17,Male
20070118PAWIP,Teen,Male
20070109NVWEL,Adult,Male
20070109CAGRV,,Male
20070108OHROC,16,Male
20070104MINOD,,Male
20070103WAHET,18,Male
20070102NCWEF,14,Male
20061214PAMCC,17,Male
20061213PABAB,Teen,Male
20061212PASPS,16,Male
20061211ILCLC,17,Male
20061207NENOO,17,Male
20061201NCJOT,20,Male
20061122GASAA,,Male
20061111CALIO,Adult,Male
20061031TNHAK,39,Male
20061017TXSEK,16,Female
20061012MDGRB,8,Male
20061010NYPOP,Teen,Male
20061009MOMEJ,13,Male
20061002PAWEN,32,Male
20060929WIWEC,15,Male
20060927COPLB,53,Male
20060921DCCAW,17,Male
20060913MOWEC,17,Male
20060908TXSOF,Adult,Male
20060905TNKIM,Adult,
20060831ALOXO,21,Male
20060830NCORH,18,Male
20060829DCANW,16,Male
20060824VTESE,26,Male
20060821INCAN,16,Male
20060820GALYH,Teen,Male
20060819OHSOY,25,Male
20060817TXMEA,20,Male
20060817TXMEA,17,Male
20060815KYJTV,13,Male
20060731FLYOT,54,Male
20060615MIPED,Adult,Male
20060606INWIG,19,Male
20060605CAVEL,,Male
20060525PANON,18,Male
20060522SCBUI,19,Male
20060505FLPAM,Teen,Male
20060424NCEAC,17,Male
20060418TXWEH,,Male
20060405DCROW,,
20060314NVPIR,14,Male
20060310NYISN,14,Male
20060310NYISN,16,Male
20060223ORROR,14,Male
20060221PAWEP,23,Male
20060215PAWEY,Adult,Male
20060209DEWIN,,Male
20060203CALOC,9,Male
20060130MTCMG,16,Male
20060127TXLAG,16,Male
20060123CAWIV,14,Male
20060119OHWIC,19,Male
20060119OHWIC,20,Male
20060118VAINC,20,Male
20060118TXPAA,Teen,Male
20060118MTFRA,15,Female
20060113MIOSD,Teen,Male
20060113FLMIL,15,Male
20060113ALPIP,20,Male
20060111WIMAM,,
20060110DEMOW,Teen,Male
20060103NJLIJ,Teen,Male
20051206MICED,,
20051206CASAG,,Male
20051205MABOR,17,Male
20051116TXIRS,Adult,Male
20051115FLPAM,17,Female
20051108TNCAJ,15,Male
20051028NYFAF,,Male
20051028MDANA,17,Male
20051027CABIF,Adult,Male
20051020MISAS,15,Male
20051019CASAS,17,Male
20051014NYSAN,Teen,Male
20051011MIFAF,17,Male
20050924MISAS,,
20050913ILHAC,15,Male
20050902FLSOJ,21,Male
20050901AKDIA,15,Male
20050825TNMAD,Teen,Male
20050819GAMOM,,Male
20050817CAPLB,26,Male
20050816VICOE,Adult,Male
20050816VICOE,Adult,Male
20050718NJWEN,25,Male
20050612NJBAA,Adult,Male
20050608NYARP,17,Male
20050524LABOS,16,Male
20050524COACD,,
20050520ILLOM,19,Male
20050517PAHIL,47,Male
20050514TXBER,17,Male
20050429OHDAC,17,Male
20050427LALER,15,Male
20050407TXCAC,45,Male
20050330TNEAM,17,Male
20050324TNFAM,17,Female
20050321NYNEB,15,Male
20050321MNRER,16,Male
20050317LAOPA,,Male
20050317CALOL,18,Male
20050316PACAP,21,Male
20050314OHLEC,7,Male
20050310TXZAD,,Male
20050309TNMAN,16,Male
20050302TNSTD,14,Male
20050208ILBOC,Teen,Male
20050204GAMCA,19,Male
20050126ILWOP,15,Male
20050105PAMUN,16,Male
20041231TXRIR,38,Male
20041213LALAL,,Male
20041209WALAS,16,Male
20041119FLTEJ,Teen,Male
20041117FLAPA,14,Male
20041116SCBAB,20,Male
20041115INBRG,22,Male
20041115INBRG,22,Male
20041115ALPAB,20,Male
20041022CATYH,,
20041021MDTHB,16,Male
20041015CABIB,19,Male
20041012CALAS,25,Male
20041012CALAS,25,Male
20041007MANEN,15,Male
20041002NEJEG,20,Male
20040915INWIG,16,Male
20040912LABON,34,Female
20040830ILPRM,Adult,Male
20040824TNHAM,16,Male
20040803ALHUB,17,Male
20040609CACAO,,Male
20040524UTWES,52,Male
20040512CAEAM,20,Male
20040507MDRAR,17,Male
20040507MDRAR,21,Male
20040504TXKAH,Teen,Male
20040317WACRJ,13,Male
20040305CASAL,,Male
20040220LAGAS,41,Male
20040213OHCOD,17,Male
20040211PATMP,22,Male
20040211PATMP,21,Male
20040209NYCOE,16,Male
20040206LAFAS,Adult,
20040203TXYOH,12,Male
20040202DCBAW,18,Male
20040121NVFAH,40,Male
20040115CAPOP,17,Male
20031229FLABE,16,Male
20031222NJCOW,23,Male
20031217MDOLM,,
20031205ILCAC,17,Male
20031204OKDOO,18,Male
20031202ILFEC,Adult,Male
20031113NCEAC,15,Male
20031108TXHIS,21,Male
20031030DCANW,,Male
20031029LAMAM,14,Male
20031007OHKEA,17,Male
20031001CARIS,18,Male
20030925NCBUL,13,Male
20030924MNROC,16,Male
20030922WALES,16,Male
20030917MDOKE,13,Male
20030917MACHB,14,Male
20030910MSVIV,20,Male
20030604PAROW,12,Male
20030513PAFOJ,18,Male
20030424PARER,14,Male
20030416TXGRA,12,Female
20030414LAJON,17,Male
20030414LAJON,17,Male
20030414LAJON,18,Male
20030414LAFAS,18,Male
20030410CAWAW,18,Male
20030401DCCAW,15,Male
20030330CAROW,20,Male
20030321MSNOM,15,Male
20030318IACLG,17,Male
20030205CORAW,14,Male
20030130OKJEJ,17,Male
20030121KYWEO,12,Male
20021216ILENC,17,Male
20021212WAWIC,13,Male
20021202MIOSD,15,Male
20021115TXSCS,18,Male
20021115CAAML,,
20021107MOSTL,43,Male
20021029NJLIJ,15,Male
20021007MDBEB,17,Male
20021004TXPAS,13,Female
20021004MTCMG,18,Male
20020426LAABN,38,Male
20020406MDLEB,Adult,Male
20020322CAJOC,13,Male
20020207ILROC,15,Male
20020206CAGAL,17,Male
20020201TXBRB,39,Male
20020124PAOLO,63,Male
20020115NYMAN,18,Male
20020111MSRAJ,18,Male
20011130TXFRF,54,Female
20011112MICAC,17,Male
20011026MIBES,Teen,Male
20011026CARER,17,Male
20011012UTTAT,17,Male
20010921MDLAB,16,Male
20010912KYLAC,30,Female
20010730CABEL,,Male
20010607TXOUA,Adult,
20010515TXENE,16,Male
20010425OHJOC,,
20010420LAMOM,14,Male
20010410WAWAM,16,Male
20010402TXKLH,13,Female
20010330INLEG,17,Male
20010322CAGRE,18,Male
20010307WAKEC,16,Male
20010307PABIW,14,Female
20010306MDLAL,14,Male
20010305CASAS,15,Male
20010302CAHOS,18,Male
20010202MIOSD,Teen,Male
20010117MDLAB,19,Male
20010110CAHUO,17,Male
20010103CABAS,15,Male
20001221FLNOM,Teen,Male
20001207CARIR,Teen,
20001201CAJUS,15,Male
20001201CAGRL,17,Male
20001101TXNEC,15,Male
20001024AZPIG,14,Male
20001005MNMIM,,Male
20000926LACAN,13,Male
20000926LACAN,15,Male
20000918OHMOM,14,Male
20000907ILLOR,19,Male
20000905OHBIB,66,Male
20000726OHTIC,18,Male
20000717WADIR,13,Male
20000526FLLAL,13,Male
20000510AZCAS,39,Male
20000502COTHD,16,Male
20000410AZLAT,35,Female
20000406OKHUH,35,Female
20000323OHMCL,13,Male
20000310GABES,19,Male
20000229MIBUF,6,Male
20000214ILDUC,12,Male
20000210PAPEY,13,Male
20000126NESOO,Teen,Male
20000126CAALM,13,Male
20000120NCERA,17,Male
20000119FLRIN,16,Male
20000113NMALA,Teen,Male
20000110AKBAA,16,Male
19991206OKFOF,13,Male
19991119NMDED,13,Male
19991117TXDID,16,Male
19991026WVGUB,66,Male
19991026PAMAP,19,Male
19991021CASAP,Teen,Male
19991011NVCLL,18,Male
19991004SDJOP,17,Male
19990927FLEGT,,
19990909CASAS,16,Male
19990825GAJAM,16,Female
19990520GAHEC,15,Male
19990422LASCB,14,Male
19990422GAMAA,17,Male
19990420COCOL,17,Male
19990420COCOL,18,Male
19990416IDNON,16,Male
19990304ILNIS,26,Male
19990211MSJEP,44,Male
19990211ILOME,,Male
19990121TXRIN,16,Male
19990114NYHAN,16,Male
19990108GACEC,15,Female
19990108GACEC,17,Male
19981211INBEI,Teen,Male
19981203INERG,36,Female
19981130NYHAH,14,Female
19981103PAMAP,19,Male
19981103PAMAP,17,Male
19980930FLNOM,18,Male
19980930FLNOM,17,Male
19980930FLLEL,17,Male
19980911CAHEG,17,Male
19980615VAARR,15,Male
19980529FLSTF,29,Male
19980527CAWAP,,Male
19980521WAONO,14,Male
19980521ORTHS,15,Male
19980521CARIR,15,Male
19980519TNLIF,18,Male
19980501NYPUB,37,Male
19980501FLNOM,Teen,Male
19980428WIPAP,15,Male
19980428CAPHP,14,Male
19980424PAPAE,14,Male
19980423CACUL,,
19980409IDTHA,14,Male
19980331WIOAO,14,Male
19980330NCGRC,13,Female
19980325MICOC,18,Male
19980325CAFED,13,Male
19980324ARWEJ,11,Male
19980324ARWEJ,13,Male
19980227VAMAF,18,Male
19980225MIRER,14,Male
19980212NJHOH,61,Male
19971215ARSTS,14,Male
19971201KYHEW,14,Male
19971113CACRS,39,Male
19971107FLRIJ,18,Male
19971022CAJON,21,Male
19971020CAMCO,,
19971015FLLIP,13,Male
19971014TXLAG,19,Male
19971010INWAG,20,Male
19971005OKMOO,,Male
19971001MSPEP,16,Male
19970624ALJEM,16,Male
19970520OHDUD,16,Male
19970513FLNOM,17,Male
19970430NYCIN,,
19970428CAJOL,15,Male
19970403CAMAM,,
19970317MIPED,15,Male
19970221NVRAL,20,Male
19970220FLFIJ,17,Female
19970219AKBEB,16,Male
19970213NYSAB,Teen,Male
19970213NYMOB,17,Male
19970206MSWIJ,16,Male
19970127FLCOW,13,Male
19970108NYCRN,18,Male
19970108NYCRN,18,Male
19970108NYCRN,21,Male
19961127CAHIS,,
19961014MOSUS,14,Male
19961009ARJAS,14,Male
19961004CASTP,17,Male
19961002PASMP,Adult,Male
19960925GADED,16,Male
19960726CAJOL,18,Male
19960604CAWEH,16,Male
19960522CACOC,14,Male
19960514UTBIT,15,Male
19960415DCMCW,,
19960411ALTAT,16,Male
19960319NVSWL,Teen,
19960311NCNON,15,Male
19960229MOBES,21,Male
19960222GAJES,15,Male
19960208CAMIM,16,Male
19960202WAFRM,14,Male
19960126TNEAM,Adult,
19960119DCWIW,18,Male
19960102PAGIG,16,Male
19951128NYTHN,,Male
19951115TNRIL,17,Male
19951102FLBLM,42,Male
19951030VAJOR,17,Male
19951023FLLAC,16,Female
19951012SCBLB,16,Male
19950929FLTAT,14,Male
19950927ALBLP,19,Male
19950915KYGEW,Teen,Male
19950914KSOLO,17,Male
19950912TNCYM,15,Male
19950829TXMEL,12,Male
19950614FLLAL,19,Male
19950327MIRED,18,Male
19950303MIPED,,
19950208NECHS,13,Male
19950202CAJOL,,Male
19950124DCSPW,16,Male
19950123CASAR,13,Male
19950112WAGAS,15,Male
19950110FLPAP,15,Male
19950105DCCAW,14,Male
19941207FLPAM,19,Male
19941115WASTT,17,Male
19941108IAWEM,16,Male
19941107OHWIW,37,Male
19941105CATHS,Adult,Male
19941031CAALA,16,Male
19941017ILHUC,,Male
19941012NCGRG,16,Male
19940922ORLEL,15,Male
19940919CALOL,,Male
19940908NYSWA,14,Male
19940907CAHOL,,Male
19940725IAOTO,16,Male
19940724PAMAM,15,Male
19940526KYLAU,17,Male
19940525NJLAW,17,Female
19940525INLAS,16,Male
19940502FLNON,18,Male
19940421TNJTN,14,Male
19940420INDIS,14,Male
19940419DCELW,,
19940413CA49L,10,Male
19940412MTMAB,10,Male
19940408MDLAU,17,Male
19940405TXMCA,16,Male
19940325GAETC,15,Male
19940323WABAS,16,Male
19940315SCGOC,Teen,Male
19940309DCEAW,17,Male
19940303ALENB,17,Male
19940301MOKEB,33,Male
19940218SCSPS,Adult,Male
19940208MIOSD,,
19940131WAWHS,24,Male
19940127CAWAS,Adult,Male
19940126DCPAW,Teen,Male
19940126DCELW,,
19940124SCEAC,18,Male
19940121TXKEK,17,Male
19940120CALOH,Teen,Male
19931217MICHC,Teen,Male
19931215CACHS,14,Male
19931208GABES,16,Male
19931202CTNEN,,Male
19931201WIWAW,21,Male
19931111ILRIS,,
19931104MSBAB,,
19931104FLTEJ,19,Male
19931104CTNEN,20,Male
19931101ILSUC,16,Male
19931018DCJHW,15,Male
19931012DEDON,16,Female
19930928MSCOG,16,Male
19930925DCWEW,23,Male
19930925DCWEW,15,Male
19930917WYCES,29,Male
19930917ILDOD,16,Male
19930916ILROC,,Male
19930912ALFAF,,
19930902TXROD,16,Male
19930901KSJUJ,15,Male
19930831GAHAA,15,Male
19930803NYTHN,,Male
19930707CADOL,Teen,Male
19930527LAFRN,17,Male
19930524PAUPP,15,Male
19930514TXNII,17,Male
19930416WAMOT,33,Female
19930416CAGRS,,
19930415MAFOA,42,Male
19930403CAGRS,,Male
19930325MOSUS,17,Female
19930318GAHAH,15,Male
19930308VADOD,32,Male
19930226MAGLG,15,Male
19930222CAREL,15,Male
19930208MNMIM,14,Male
19930208DCWAW,,Male
19930204GACLA,17,Male
19930203SCLEL,22,Male
19930203SCGAC,,
19930201WARER,14,Male
19930201NYAMA,17,Male
19930121CAFAL,Teen,Male
19930118KYEAG,17,Male
19930112FLNOM,Teen,Male
19930108PACRM,,Male
19930105NYBRB,Teen,Male
19930105NYBRB,Teen,Male
19921214NYWAW,15,Male
19921203ILWOC,23,Male
19921203ILWOC,Adult,Male
19921130ILORC,17,Male
19921124ALROM,18,
19921120ILTIC,15,Male
19921116ALFAB,Teen,Male
19921113TXLAC,39,Male
19921110ILSHC,13,Male
19921104MIMUD,14,Male
19921104MIMUD,14,Female
19921104MIMUD,13,Female
19921104MIMAD,,
19921104MIFID,Minor,Male
19921104MIFID,18,Male
19921104MIFID,18,Male
19921019NYEVB,,Male
19921013AZDET,20,Male
19920930TXHOH,15,Male
19920930CAPAL,Teen,Male
19920928CAHIS,18,Male
19920928CAHIS,19,Male
19920928CAHIS,20,Male
19920911TXPAA,17,Male
19920606CAMEM,17,Male
19920530DCARW,,Male
19920529CAVEL,,
19920514TXHUH,14,Male
19920514CASIN,14,Male
19920501CALIO,20,Male
19920417TXLID,,
19920409FLFOF,16,Male
19920331LAOPA,15,Male
19920305OHHAO,12,Male
19920226NYTHB,15,Male
19920207VABON,,Male
19920206OKDOO,14,Male
19920131LAFRG,Teen,Male
19920128LAFRG,Teen,Male
19920117SCGRG,16,Male
19911226NCWHW,18,Male
19911125NYTHB,14,Male
19911114TXMIH,16,Male
19911111TXYSE,19,Male
19911111TXYSE,17,Male
19911111TXYSE,18,Male
19911111TXYSE,17,Male
19911106LAWAN,18,Male
19911023TXOAD,18,Male
19911015TXGEP,13,Male
19911015SCWOW,15,Male
19911015NHMOS,16,Male
19911011MAMAR,18,Male
19911009NYJAB,,Male
19911004CAROL,,
19911004CADOL,,
19911002TXSPH,16,Male
19910918TXCRC,15,Female
19910917ILWOC,14,Male
19910913TXMAH,,
19910730CAENC,,Male
19910722CAWEL,,Male
19910521FLSCP,18,Male
19910521CAROS,20,Male
19910516KSCOK,13,Male
19910510OHFRC,15,Male
19910423MSHUB,16,Male
19910423CARAC,14,Male
19910423CARAC,17,Male
19910411SCNOR,18,Male
19910325NCGAC,20,Male
19910314SCWOP,18,Male
19910314SCWOP,,Male
19910313ALSES,15,Male
19910219LABON,20,Male
19910117TXHOD,,
19910117TXHOD,,
19910108TXRIR,15,Male
19901213LASAS,,
19901110TXJUD,,
19901030TXNAG,32,Female
19901029INCHC,18,Male
19901002TXWHD,Adult,Female
19900922ALLEB,,Male
19900911TXSAS,,Male
19900906GASOC,16,Male
19900827TXWHD,,Male
19900827NVELL,15,Male
19900824NCMYC,,
19900531TXSUF,16,Male
19900520TNHIC,50,Male
19900504CAMOE,17,Male
19900403TXSKD,18,Male
19900327NYNEB,Teen,Male
19900220OHTAC,17,Male
19900116RICEP,17,Male
19891212SCCHC,21,Male
19891205TXWWD,18,Male
19891205PASEM,16,Male
19891204LACAS,Teen,Male
19891122CACHO,19,Male
19891115TXWOA,13,Male
19891113NYALN,15,Male
19891031TXOLD,14,Male
19891005CALOA,15,Male
19890918KYJAM,17,Male
19890911AZDYE,,Male
19890901VASAV,19,Male
19890901VASAV,18,Male
19890426TXAMD,18,Male
19890303INWIG,16,Male
19890210UTTHK,12,Male
19890209IDRIR,14,Male
19890126DCWOW,16,Male
19890126DCWOW,18,Male
19890117CACLS,24,Male
19890105ARHEL,19,Male
19881216VAATV,16,Male
19881122TXABA,16,Male
19881107UTGLS,14,Male
19881101FLPAJ,15,Male
19881007TXDIP,10,Male
19881007MDSOB,17,Male
19881006ALMOM,29,Female
19881005MDEDB,17,Male
19881004LAISB,33,Female
19881004FLJEJ,,
19881003FLMAM,,
19880926SCOAG,19,Male
19880922ILMOC,40,Male
19880903TXLID,Teen,Male
19880903TXLID,Teen,Male
19880903TXLID,Teen,Male
19880903TXLID,Teen,Male
19880902NCGAC,16,Male
19880902GAGLA,,
19880831SCWEA,20,Male
19880831MICED,16,Male
19880831MICED,17,Male
19880711MSLAJ,17,Male
19880710WISIM,28,Male
19880630HIAIO,18,Male
19880617MIJOD,14,Male
19880602MSWIJ,Adult,Male
19880602MSWIJ,Adult,Male
19880602MSWIJ,Adult,Male
19880531NYPUB,Adult,Male
19880520ILHUW,30,Female
19880516FLFOF,14,Male
19880505ILMAC,16,Male
19880324TXTRA,16,Male
19880323CACAS,,
19880304MILED,13,Female
19880226RIBRB,15,Male
19880211FLPIL,15,Male
19880211FLPIL,15,Male
19880202ALWET,42,Male
19880202ALWET,42,Male
19880129TXREA,18,Male
19880120LASIR,18,Male
19880108PACRM,15,Male
19880106FLGAT,17,Female
19880105PASPS,20,Male
19871216TXMAK,15,Male
19871215NYGRB,15,Male
19871204NYEAN,17,Male
19871202FLENJ,16,Male
19871130TXPES,51,Male
19871114FLCLC,18,Male
19871104MISOD,,Male
19871031SCANA,,Male
19871030NCSOK,15,Male
19871014ILDUC,16,Male
19870928ILILL,16,Male
19870513ILOAO,17,Male
19870506FLLET,15,Male
19870506ARMAJ,15,Male
19870503INPII,17,Male
19870430ORGRP,16,Male
19870416MIMUD,14,Male
19870330CAPAS,44,Female
19870306TXRIE,19,Male
19870306TXRIE,Adult,Male
19870302MODED,12,Male
19870224NYMON,Adult,Male
19870224NYMON,Adult,Male
19870213AZORM,17,Male
19870210ARDAD,17,Male
19870123MIRED,15,Male
19870114CALOL,18,Male
19861204MTFEL,14,Male
