Incident_ID,Weapon_Type,City,State
20060921DCCAW,Handgun,Washington,DC
20060913MOWEC,Handgun,Creve Coeur,MO
20060908TXSOF,Handgun,Fort Worth,TX
20060905TNKIM,Handgun,Memphis,TN
20060831ALOXO,Handgun,Oxford,AL
20060830NCORH,unknown,Hillsborough,NC
20060829DCANW,Handgun,Washington,DC
20060824VTESE,Handgun,Essex Junction,VT
20060821INCAN,Handgun,Newburgh,IN
20060820GALYH,Handgun,Hinesville,GA
20060819OHSOY,Handgun,Youngstown,OH
20060817TXMEA,Handgun,Austin,TX
20060815KYJTV,Handgun,Vine Grove,KY
20060731FLYOT,Handgun,Tampa,FL
20060615MIPED,Handgun,Detroit,MI
20060606INWIG,Handgun,Gary,IN
20060605CAVEL,Handgun,Los Angeles,CA
20060525PANON,Rifle,Northampton,PA
20060522SCBUI,Handgun,Irmo,SC
20060505FLPAM,Handgun,Miramar,FL
20060424NCEAC,Shotgun,Chapel Hill,NC
20060418TXWEH,Handgun,Houston,TX
20060405DCROW,unknown,Washington,DC
20060314NVPIR,Handgun,Reno,NV
20060310NYISN,Other,New York,NY
20060223ORROR,Handgun,Roseburg,OR
20060221PAWEP,Rifle,Pittsburgh,PA
20060215PAWEY,Handgun,York,PA
20060209DEWIN,Handgun,New Castle,DE
20060203CALOC,Handgun,Compton,CA
20060130MTCMG,Handgun,Great Falls,MT
20060127TXLAG,Handgun,Garland,TX
20060123CAWIV,Handgun,Vacaville,CA
20060119OHWIC,unknown,Cincinnati,OH
20060118VAINC,Handgun,Chesapeake,VA
20060118TXPAA,Handgun,Alvin,TX
20060118MTFRA,Other,Anaconda,MT
20060113MIOSD,Handgun,Detroit,MI
20060113FLMIL,Rifle,Longwood,FL
20060113ALPIP,Handgun,Pinson,AL
20060111WIMAM,unknown,Milwaukee,WI
20060110DEMOW,Handgun,Wilmington,DE
20060103NJLIJ,Handgun,Jersey City,NJ
20051206MICED,Handgun,Detroit,MI
20051206CASAG,Handgun,Garden Grove,CA
20051205MABOR,Handgun,Roxbury,MA
20051116TXIRS,Handgun,San Antonio,TX
20051115FLPAM,Handgun,Miramar,FL
20051108TNCAJ,Handgun,"Jacksboro, TN",TN
20051028NYFAF,Handgun,Farmingdale,NY
20051028MDANA,Handgun,Annapolis,MD
20051027CABIF,unknown,Fresno,CA
20051020MISAS,Handgun,Saginaw,MI
20051019CASAS,unknown,San Bernardino,CA
20051014NYSAN,Handgun,New York,NY
20051011MIFAF,Shotgun,Farmington,MI
20050924MISAS,unknown,Saginaw,MI
20050913ILHAC,Handgun,Chicago,IL
20050902FLSOJ,Handgun,Jacksonville,FL
20050901AKDIA,Handgun,Anchorage,AK
20050825TNMAD,Handgun,Dandridge,TN
20050819GAMOM,Handgun,Morrow,GA
20050817CAPLB,Handgun,Bakersfield,CA
20050816VICOE,unknown,Estate Concordia,VI
20050718NJWEN,Handgun,Newark,NJ
20050612NJBAA,Handgun,Asbury Park,NJ
20050608NYARP,Other,Poughkeepsi,NY
20050524LABOS,Handgun,Shreveport,LA
20050524COACD,Other,Denver,CO
20050520ILLOM,Other,Marengo,IL
20050517PAHIL,Handgun,Lower Allen Township,PA
20050514TXBER,Handgun,Richardson,TX
20050429OHDAC,unknown,Cleveland,OH
20050427LALER,Handgun,Reserve,LA
20050407TXCAC,Handgun,Canton,TX
20050330TNEAM,Handgun,Memphis,TN
20050324TNFAM,Handgun,Memphis,TN
20050321NYNEB,Handgun,Brooklyn,NY
20050321MNRER,Handgun,Red Lake,MN
20050321MNRER,Shotgun,Red Lake,MN
20050317LAOPA,Handgun,Algiers,LA
20050317CALOL,Handgun,Los Angeles,CA
20050316PACAP,Rifle,Pittsburgh,PA
20050314OHLEC,Handgun,Columbus,OH
20050310TXZAD,Handgun,Dallas,TX
20050309TNMAN,Handgun,Nashville,TN
20050302TNSTD,Handgun,Dover,TN
20050208ILBOC,unknown,Chicago,IL
20050204GAMCA,Handgun,Atlanta,GA
20050126ILWOP,Handgun,Peoria,IL
20050105PAMUN,Handgun,North Philadelphia,PA
20041231TXRIR,Handgun,Richmond,TX
20041213LALAL,Handgun,Lake Charles,LA
20041209WALAS,unknown,Spokane,WA
20041119FLTEJ,Handgun,Jacksonville,FL
20041117FLAPA,Handgun,Apopka,FL
20041116SCBAB,Handgun,Beaufort,SC
20041115INBRG,unknown,Gary,IN
20041115ALPAB,Handgun,Birmingham,AL
20041022CATYH,unknown,Hayward,CA
20041021MDTHB,Handgun,Baltimore,MD
20041015CABIB,unknown,Biggs,CA
20041012CALAS,Handgun,Sunnyvale,CA
20041007MANEN,Shotgun,Newburyport,MA
20041002NEJEG,Handgun,Grand Island,NE
20040915INWIG,Handgun,Gary,IN
20040912LABON,Handgun,New Orleans,LA
20040830ILPRM,Handgun,Maywood,IL
20040824TNHAM,Handgun,Memphis,TN
20040803ALHUB,Handgun,Birmingham,AL
20040609CACAO,unknown,Oakland,CA
20040524UTWES,Handgun,Salt Lake City,UT
20040512CAEAM,Shotgun,Merced,CA
20040507MDRAR,Handgun,Randallstown,MD
20040504TXKAH,unknown,Houston,TX
20040317WACRJ,Rifle,Joyce,WA
20040305CASAL,unknown,Los Angeles,CA
20040220LAGAS,Handgun,St. Martinville,LA
20040213OHCOD,Handgun,Dayton,OH
20040211PATMP,unknown,Philadelphia,PA
20040209NYCOE,Shotgun,East Greenbush,NY
20040206LAFAS,Handgun,Shreveport,LA
20040203TXYOH,Handgun,Houston,TX
20040202DCBAW,Handgun,Washington,DC
20040121NVFAH,Handgun,Henderson,NV
20040115CAPOP,Handgun,Pomona,CA
20031229FLABE,unknown,East Arlington,FL
20031222NJCOW,Handgun,Woodbridge,NJ
20031217MDOLM,Handgun,Millersville,MD
20031205ILCAC,Handgun,Carbondale,IL
20031204OKDOO,Handgun,Oklahoma City,OK
20031202ILFEC,Handgun,Chicago,IL
20031113NCEAC,Handgun,Charlotte,NC
20031108TXHIS,Handgun,Sugarland,TX
20031030DCANW,Handgun,Washington,DC
20031029LAMAM,Handgun,Marion,LA
20031007OHKEA,Handgun,Akron,OH
20031001CARIS,Shotgun,Sacramento,CA
20030925NCBUL,Handgun,Lawndale,NC
20030924MNROC,Handgun,Cold Spring,MN
20030922WALES,Handgun,Spokane,WA
20030917MDOKE,Handgun,Eldersburg,MD
20030917MACHB,Handgun,Boston,MA
20030910MSVIV,Handgun,Vicksburg,MS
20030513PAFOJ,unknown,Johnstown,PA
20030424PARER,Multiple Handguns,Red Lion,PA
20030416TXGRA,unknown,Addison,TX
20030414LAJON,Multiple Rifles,New Orleans,LA
20030414LAFAS,Handgun,Shereveport,LA
20030410CAWAW,Handgun,Walnut,CA
20030401DCCAW,Handgun,Washington,DC
20030330CAROW,Handgun,Watsonville,CA
20030321MSNOM,Handgun,Meridian,MS
20030318IACLG,Rifle,Guttenberg,IA
20030205CORAW,Handgun,Westminster,CO
20030130OKJEJ,Handgun,Jenks,OK
20030121KYWEO,Handgun,Olive Hill,KY
20021216ILENC,Handgun,Chicago,IL
20021212WAWIC,Rifle,Carson,WA
20021202MIOSD,Handgun,Detroit,MI
20021115TXSCS,Shotgun,Scurry,TX
20021115CAAML,unknown,Los Angeles,CA
20021107MOSTL,Handgun,Liberty,MO
20021029NJLIJ,Handgun,Jersey City,NJ
20021007MDBEB,Rifle,Bowie,MD
20021004TXPAS,Handgun,San Antonio,TX
20021004MTCMG,Handgun,Great Falls,MT
20020426LAABN,Handgun,New Orleans,LA
20020406MDLEB,Handgun,Baltimore,MD
20020322CAJOC,Handgun,Carmichael,CA
20020207ILROC,Handgun,Chicago,IL
20020206CAGAL,Handgun,Los Angeles,CA
20020201TXBRB,Handgun,Brock,TX
20020124PAOLO,Rifle,Oley,PA
20020115NYMAN,Handgun,New York,NY
20020111MSRAJ,unknown,Jackson,MS
20011130TXFRF,Handgun,Friendswood,TX
20011112MICAC,unknown,Caro,MI
20011026MIBES,Handgun,Siginaw,MI
20011026CARER,Handgun,Redondo Beach,CA
20011012UTTAT,Handgun,Taylorsville,UT
20010921MDLAB,Handgun,Baltimore,MD
20010912KYLAC,Handgun,Covington,KY
20010730CABEL,Handgun,Los Angeles,CA
20010607TXOUA,Handgun,Arlington,TX
20010515TXENE,Handgun,Ennis,TX
20010425OHJOC,unknown,Cleveland,OH
20010420LAMOM,Handgun,Monroe,LA
20010410WAWAM,Rifle,Mattawa,WA
20010402TXKLH,Handgun,Houston,TX
20010330INLEG,Handgun,Gary,IN
20010322CAGRE,unknown,El Cajon,CA
20010307WAKEC,Handgun,Covington,WA
20010307PABIW,Handgun,Williamsport,PA
20010306MDLAL,Handgun,Largo,MD
20010305CASAS,Handgun,Santee,CA
20010302CAHOS,unknown,San Diego,CA
20010202MIOSD,unknown,Detroit,MI
20010117MDLAB,Handgun,Baltimore,MD
20010110CAHUO,Handgun,Oxnard,CA
20010103CABAS,Handgun,San Francisco,CA
20001221FLNOM,unknown,Miami,FL
20001207CARIR,unknown,Richmond,CA
20001201CAJUS,unknown,San Diego,CA
20001201CAGRL,Handgun,Los Angeles,CA
20001101TXNEC,Handgun,Carrollton,TX
20001024AZPIG,Handgun,Glendale,AZ
20001005MNMIM,unknown,Minneapolis,MN
20000926LACAN,Handgun,New Orleans,LA
20000918OHMOM,Handgun,Mount Healthy,OH
20000907ILLOR,Handgun,Rock Island,IL
20000905OHBIB,unknown,Bidwell,OH
20000726OHTIC,unknown,Canton,OH
20000717WADIR,Handgun,Renton,WA
20000526FLLAL,Handgun,Lake Worth,FL
20000510AZCAS,Handgun,Sierra Vista,AZ
20000502COTHD,unknown,Denver,CO
20000410AZLAT,Handgun,Tucson,AZ
20000406OKHUH,Handgun,Hugo,OK
20000323OHMCL,Handgun,Lisbon,OH
20000310GABES,unknown,Savannah,GA
20000229MIBUF,Handgun,Flint,MI
20000214ILDUC,Handgun,Chicago,IL
20000210PAPEY,Handgun,Yeadon,PA
20000126NESOO,unknown,Omaha,NE
20000126CAALM,Handgun,Merced,CA
20000120NCERA,Rifle,Asheville,NC
20000119FLRIN,Handgun,New Port Richey,FL
20000113NMALA,Handgun,Albuquerque,NM
20000110AKBAA,Handgun,Anchorage,AK
19991206OKFOF,Handgun,Fort Gibson,OK
19991119NMDED,Handgun,Deming,NM
19991117TXDID,Rifle,Dickinson,TX
19991026WVGUB,unknown,Branchland,WV
19991026PAMAP,unknown,Philadelphia,PA
19991021CASAP,Handgun,Pacoima,CA
19991011NVCLL,Handgun,Las Vegas,NV
19991004SDJOP,Handgun,Philadelphia City,SD
19990927FLEGT,unknown,Tampa,FL
19990909CASAS,Handgun,San Jose,CA
19990825GAJAM,unknown,Monticello,GA
19990520GAHEC,Handgun,Conyers,GA
19990520GAHEC,Rifle,Conyers,GA
19990422LASCB,Handgun,Baton Rouge,LA
19990422GAMAA,Handgun,Atlanta,GA
19990420COCOL,Handgun,Littleton,CO
19990420COCOL,Rifle,Littleton,CO
19990420COCOL,Shotgun,Littleton,CO
19990420COCOL,Shotgun,Littleton,CO
19990416IDNON,Shotgun,Notus,ID
19990304ILNIS,Handgun,Skokie,IL
19990211MSJEP,unknown,Purvis,MS
19990211ILOME,Handgun,Elgin,IL
19990121TXRIN,Handgun,North Richland Hills,TX
19990114NYHAN,Handgun,New York,NY
19990108GACEC,Handgun,Carrollton,GA
19981211INBEI,Handgun,Indianapolis,IN
19981203INERG,Handgun,Gary,IN
19981130NYHAH,Handgun,Hancock,NY
19981103PAMAP,Rifle,Philadelphia,PA
19980930FLNOM,unknown,Miami,FL
19980930FLLEL,Handgun,Leesburg,FL
19980911CAHEG,unknown,Glendale,CA
19980615VAARR,Handgun,Richmond,VA
19980529FLSTF,Handgun,Ft. Lauderdale,FL
19980527CAWAP,unknown,Pasadena,CA
19980521WAONO,Handgun,Onalaska,WA
19980521ORTHS,Handgun,Springfield,OR
19980521ORTHS,Handgun,Springfield,OR
19980521ORTHS,Rifle,Springfield,OR
19980521CARIR,Handgun,Rialto,CA
19980519TNLIF,Rifle,Fayetteville,TN
19980501NYPUB,Handgun,Buffalo,NY
19980501FLNOM,unknown,Miami,FL
19980428WIPAP,Handgun,Pardeeville,WI
19980428CAPHP,Handgun,Pomona,CA
19980424PAPAE,Handgun,Edinboro,PA
19980423CACUL,unknown,Los Angeles,CA
19980409IDTHA,Multiple Handguns,Pocatello,ID
19980331WIOAO,Rifle,Oakfield,WI
19980330NCGRC,Handgun,Chapel Hill,NC
19980325MICOC,Shotgun,Coldwater,MI
19980325CAFED,Handgun,Daly City,CA
19980324ARWEJ,unknown,Jonesboro,AR
19980227VAMAF,Rifle,Fairfax,VA
19980225MIRER,Rifle,Reed City,MI
19980212NJHOH,Handgun,Hoboken,NJ
19971215ARSTS,Rifle,Stamps,AR
19971201KYHEW,unknown,West Paducah,KY
19971201KYHEW,Shotgun,West Paducah,KY
19971201KYHEW,Shotgun,West Paducah,KY
19971113CACRS,Handgun,Sacramento,CA
19971107FLRIJ,Handgun,Jacksonville,FL
19971022CAJON,Handgun,Norwalk,CA
19971020CAMCO,unknown,Oakland,CA
19971015FLLIP,Shotgun,Palmetto,FL
19971014TXLAG,Handgun,Garland,TX
19971010INWAG,Handgun,Gary,IN
19971005OKMOO,Handgun,Oklahoma City,OK
19971001MSPEP,Rifle,Pearl,MS
19970624ALJEM,Handgun,Montgomery,AL
19970520OHDUD,Handgun,Dayton,OH
19970513FLNOM,Handgun,Miami,FL
19970430NYCIN,unknown,New York,NY
19970428CAJOL,Handgun,Los Angeles,CA
19970403CAMAM,unknown,Mar Vista,CA
19970317MIPED,Handgun,Detroit,MI
19970221NVRAL,Handgun,Las Vegas,NV
19970220FLFIJ,Handgun,Jacksonville,FL
19970219AKBEB,Shotgun,Bethel,AK
19970213NYSAB,Handgun,Bronx,NY
19970213NYMOB,Handgun,Bronx,NY
19970206MSWIJ,Handgun,Jackson,MS
19970127FLCOW,Handgun,West Palm Beach,FL
19970108NYCRN,Handgun,New York,NY
19961127CAHIS,Handgun,Sacramento,CA
19961014MOSUS,unknown,St. Louis,MO
19961009ARJAS,unknown,Sherwood,AR
19961004CASTP,unknown,Playa Del Rey,CA
19961002PASMP,unknown,Philadelphia,PA
19960925GADED,unknown,Decatur,GA
19960726CAJOL,Handgun,Los Angeles,CA
19960604CAWEH,unknown,Hemet,CA
19960522CACOC,Handgun,Colton,CA
19960514UTBIT,Handgun,Taylorsville,UT
19960415DCMCW,unknown,Washington,DC
19960411ALTAT,Shotgun,Talladega,AL
19960319NVSWL,Other,Las Vegas,NV
19960311NCNON,Handgun,New Longdon,NC
19960229MOBES,Handgun,St. Louis,MO
19960222GAJES,Handgun,Savannah,GA
19960208CAMIM,unknown,Menlo Park,CA
19960202WAFRM,Handgun,Moses Lake,WA
19960202WAFRM,Handgun,Moses Lake,WA
19960202WAFRM,Rifle,Moses Lake,WA
19960126TNEAM,Handgun,Memphis,TN
19960119DCWIW,unknown,Washington,DC
19960102PAGIG,unknown,Girard,PA
19951128NYTHN,Handgun,New York,NY
19951115TNRIL,Rifle,Lynnville,TN
19951102FLBLM,unknown,Miami Beach,FL
19951030VAJOR,Handgun,Richmond,VA
19951023FLLAC,Handgun,Casselberry,FL
19951012SCBLB,Handgun,Blackville,SC
19950929FLTAT,Handgun,Tavares,FL
19950927ALBLP,Handgun,Prichard,AL
19950915KYGEW,Multiple Handguns,Winchester,KY
19950914KSOLO,Handgun,Olathe,KS
19950912TNCYM,Handgun,Memphis,TN
19950829TXMEL,Shotgun,Laredo,TX
19950614FLLAL,Handgun,Lake Worth,FL
19950327MIRED,Handgun,Detroit,MI
19950303MIPED,Handgun,Detroit,MI
19950208NECHS,Handgun,Scottsbluff,NE
19950202CAJOL,Handgun,Long Beach,CA
19950124DCSPW,Handgun,Washington,DC
19950123CASAR,Shotgun,Redlands,CA
19950112WAGAS,Handgun,Seattle,WA
19950110FLPAP,Handgun,Palm Beach Gardens,FL
19950105DCCAW,Handgun,Washington,DC
19941207FLPAM,Handgun,Melbourne,FL
19941115WASTT,Handgun,Tacoma,WA
19941108IAWEM,unknown,Manchester,IA
19941107OHWIW,unknown,Wickliffe,OH
19941105CATHS,Handgun,San Leandro,CA
19941031CAALA,Handgun,Aliso Veijo,CA
19941017ILHUC,Handgun,Chicago,IL
19941012NCGRG,unknown,Greensboro,NC
19940922ORLEL,Handgun,Lebanon,OR
19940919CALOL,unknown,Los Angeles,CA
19940908NYSWA,Handgun,Albany,NY
19940907CAHOL,unknown,Los Angeles,CA
19940725IAOTO,Handgun,Ottumwa,IA
19940724PAMAM,unknown,Manchester,PA
19940526KYLAU,Handgun,Union,KY
19940525NJLAW,Handgun,Wanaque,NJ
19940525INLAS,Handgun,South Bend,IN
19940502FLNON,Handgun,North Miami,FL
19940421TNJTN,Handgun,Nashville,TN
19940420INDIS,Handgun,South Bend,IN
19940419DCELW,unknown,Washington,DC
19940413CA49L,Handgun,Los Angeles,CA
19940412MTMAB,Handgun,Butte,MT
19940408MDLAU,Handgun,Upper Marlboro,MD
19940405TXMCA,Handgun,Austin,TX
19940325GAETC,Handgun,Cherokee County,GA
19940323WABAS,unknown,Seattle,WA
19940315SCGOC,unknown,Charleston,SC
19940309DCEAW,Handgun,Washington,DC
19940303ALENB,Handgun,Birmingham,AL
19940301MOKEB,Shotgun,Boonville,MO
19940218SCSPS,Handgun,Spartanburg,SC
19940208MIOSD,unknown,Detroit,MI
19940131WAWHS,Rifle,Seattle,WA
19940127CAWAS,unknown,San Jose,CA
19940126DCPAW,Handgun,Washington,DC
19940126DCELW,unknown,Washington,DC
19940124SCEAC,Handgun,Columbia,SC
19940121TXKEK,Rifle,Kennard,TX
19940120CALOH,unknown,Hacienda Heights,CA
19931217MICHC,Handgun,Chelsea,MI
19931215CACHS,Handgun,San Fernando Valley,CA
19931208GABES,Handgun,Savannah,GA
19931202CTNEN,unknown,New Britain,CT
19931201WIWAW,unknown,Wauwatosa,WI
19931111ILRIS,Handgun,Springfield,IL
19931104MSBAB,unknown,Bay Springs,MS
19931104FLTEJ,Handgun,Jacksonville,FL
19931104CTNEN,unknown,New Britain,CT
19931101ILSUC,Handgun,Chicago,IL
19931018DCJHW,Handgun,Washington,DC
19931012DEDON,Handgun,New Castle,DE
19930928MSCOG,Handgun,Greenville,MS
19930925DCWEW,Handgun,Washington,DC
19930917WYCES,unknown,Sheridan,WY
19930917ILDOD,Handgun,Downers Grove,IL
19930916ILROC,unknown,Chicago,IL
19930912ALFAF,Handgun,Fairfield,AL
19930902TXROD,Handgun,Dallas,TX
19930901KSJUJ,Handgun,Junction City,KS
19930831GAHAA,Handgun,Atlanta,GA
19930803NYTHN,Handgun,New York,NY
19930707CADOL,Handgun,Los Angeles,CA
19930527LAFRN,Handgun,New Orleans,LA
19930524PAUPP,Handgun,Pennsburg,PA
19930514TXNII,Handgun,Irving,TX
19930416WAMOT,Handgun,Tacoma,WA
19930416CAGRS,Handgun,Sacramento,CA
19930415MAFOA,Shotgun,Acushnet,MA
19930403CAGRS,Shotgun,Sacramento,CA
19930325MOSUS,Handgun,St. Louis,MO
19930318GAHAH,Handgun,Harlem,GA
19930308VADOD,Handgun,Denbigh,VA
19930226MAGLG,unknown,Gloucester,MA
19930222CAREL,Handgun,Los Angeles,CA
19930208MNMIM,Rifle,Middle River,MN
19930208DCWAW,Handgun,Washington,DC
19930204GACLA,Handgun,Atlanta,GA
19930203SCLEL,Handgun,Lexington,SC
19930203SCGAC,Handgun,Charleston,SC
19930201WARER,unknown,Redmond,WA
19930201NYAMA,Handgun,Amityville,NY
19930121CAFAL,Handgun,Los Angeles,CA
19930118KYEAG,Handgun,Grayson,KY
19930112FLNOM,Handgun,Miami,FL
19930108PACRM,Handgun,Meadville,PA
19930105NYBRB,unknown,Brentwood,NY
19921214NYWAW,Handgun,Walton,NY
19921203ILWOC,Handgun,Chicago,IL
19921130ILORC,Handgun,Chicago,IL
19921124ALROM,Handgun,Montgomery,AL
19921120ILTIC,Handgun,Chicago,IL
19921116ALFAB,Handgun,Birmingham,AL
19921113TXLAC,Handgun,Cypress,TX
19921110ILSHC,Handgun,Chicago,IL
19921104MIMUD,Handgun,Detroit,MI
19921104MIMAD,unknown,Detroit,MI
19921104MIFID,unknown,Detroit,MI
19921019NYEVB,Rifle,Bronx,NY
19921013AZDET,Handgun,Tucson,AZ
19920930TXHOH,Shotgun,Houston,TX
19920930CAPAL,Handgun,Los Angeles,CA
19920928CAHIS,Handgun,Sacramento,CA
19920911TXPAA,Handgun,Amarillo,TX
19920606CAMEM,Handgun,Merced,CA
19920530DCARW,Handgun,Washington,DC
19920529CAVEL,unknown,Los Angeles,CA
19920514TXHUH,Handgun,Huntsville,TX
19920514CASIN,Handgun,Napa,CA
19920501CALIO,Rifle,Olivehurst,CA
19920501CALIO,Shotgun,Olivehurst,CA
19920417TXLID,unknown,Dallas,TX
19920409FLFOF,Handgun,Fort Myers,FL
19920331LAOPA,Handgun,Algiers,LA
19920305OHHAO,Handgun,Obetz,OH
19920226NYTHB,Handgun,Brooklyn,NY
19920207VABON,Handgun,Norfolk,VA
19920206OKDOO,unknown,Oklahoma City,OK
19920131LAFRG,Handgun,Gentilly,LA
19920128LAFRG,Handgun,Gentilly,LA
19920117SCGRG,Handgun,Greenwood,SC
19911226NCWHW,Handgun,Whiteville,NC
19911125NYTHB,Handgun,Brooklyn,NY
19911114TXMIH,Handgun,Houston,TX
19911111TXYSE,Handgun,El Paso,TX
19911106LAWAN,Handgun,New Orleans,LA
19911023TXOAD,Handgun,Dallas,TX
19911015TXGEP,Rifle,Pasadena,TX
19911015SCWOW,Handgun,Woodruff,SC
19911015NHMOS,Rifle,Swanzey,NH
19911011MAMAR,Handgun,Roxbury,MA
19911009NYJAB,Handgun,Bronx,NY
19911004CAROL,Handgun,Los Angeles,CA
19911004CADOL,Handgun,Los Angeles,CA
19911002TXSPH,Handgun,Houston,TX
19910918TXCRC,Handgun,Crosby,TX
19910917ILWOC,Handgun,Chicago,IL
19910913TXMAH,Handgun,Houston,TX
19910730CAENC,Handgun,Compton,CA
19910722CAWEL,Handgun,Los Angeles,CA
19910521FLSCP,Handgun,Pahokee,FL
19910521CAROS,Handgun,Sherman Oaks,CA
19910516KSCOK,Rifle,Kansas City,KS
19910510OHFRC,Handgun,Columbus,OH
19910423MSHUB,Handgun,Belzoni,MS
19910423CARAC,unknown,Compton,CA
19910411SCNOR,Handgun,Rock Hill,SC
19910325NCGAC,unknown,Charlotte,NC
19910314SCWOP,unknown,Piedmont,SC
19910313ALSES,Handgun,Selma,AL
19910219LABON,Handgun,New Orleans,LA
19910117TXHOD,Handgun,Dallas,TX
19910108TXRIR,Handgun,Richardson,TX
19901213LASAS,unknown,Slidell,LA
19901110TXJUD,Handgun,Dallas,TX
19901030TXNAG,Handgun,Garland,TX
19901029INCHC,Handgun,Charlestown,IN
19901002TXWHD,Handgun,Dallas,TX
19900922ALLEB,Handgun,Birmingham,AL
19900911TXSAS,Handgun,San Antonio,TX
19900906GASOC,Rifle,Cumming,GA
19900906GASOC,Shotgun,Cumming,GA
19900906GASOC,Handgun,Cumming,GA
19900827TXWHD,Handgun,Dallas,TX
19900827NVELL,Handgun,Las Vegas,NV
19900824NCMYC,Handgun,Charlotte,NC
19900531TXSUF,Handgun,Fort Worth,TX
19900520TNHIC,unknown,Centerville,TN
19900504CAMOE,Handgun,East San Jose,CA
19900403TXSKD,Handgun,Dallas,TX
19900327NYNEB,Handgun,Brooklyn,NY
19900220OHTAC,Handgun,Cincinnati,OH
19900116RICEP,unknown,Providence,RI
19891212SCCHC,Handgun,Chester,SC
19891205TXWWD,Handgun,Dallas,TX
19891205PASEM,Handgun,McKeesport,PA
19891204LACAS,unknown,Shreveport,LA
19891122CACHO,Handgun,Oxnard,CA
19891115TXWOA,Handgun,Arlington,TX
19891113NYALN,Handgun,New York,NY
19891031TXOLD,Other,Dallas,TX
19891005CALOA,Handgun,Anaheim,CA
19891005CALOA,Shotgun,Anaheim,CA
19890918KYJAM,Shotgun,McKee,KY
19890911AZDYE,Handgun,El Mirage,AZ
19890901VASAV,Multiple Handguns,Virginia Beach,VA
19890426TXAMD,Handgun,Dallas,TX
19890303INWIG,Handgun,Gary,IN
19890210UTTHK,Handgun,Kearns,UT
19890209IDRIR,Handgun,Rigby,ID
19890126DCWOW,Handgun,Washington,DC
19890117CACLS,Handgun,Stockton,CA
19890117CACLS,Rifle,Stockton,CA
19890105ARHEL,Handgun,Little Rock,AR
19881216VAATV,Handgun,Virginia Beach,VA
19881122TXABA,Handgun,Abilene,TX
19881107UTGLS,Handgun,Salt Lake City,UT
19881101FLPAJ,Handgun,Jacksonville,FL
19881007TXDIP,Handgun,Port Arthur,TX
19881007MDSOB,Handgun,Baltimore,MD
19881006ALMOM,Handgun,Mobile,AL
19881005MDEDB,Handgun,Baltimore,MD
19881004LAISB,unknown,Baton Rouge,LA
19881004FLJEJ,Handgun,Jacksonville,FL
19881003FLMAM,Rifle,Mascotte,FL
19880926SCOAG,Handgun,Greenwood,SC
19880922ILMOC,Handgun,Chicago,IL
19880903TXLID,Handgun,Dallas,TX
19880902NCGAC,Handgun,Charlotte,NC
19880902GAGLA,Handgun,Augusta,GA
19880831SCWEA,Handgun,Anderson,SC
19880831MICED,Multiple Handguns,Detroit,MI
19880711MSLAJ,Handgun,Jackson,MS
19880710WISIM,Other,Milwaukee,WI
19880630HIAIO,Handgun,Oahu,HI
19880617MIJOD,Handgun,Detroit,MI
19880602MSWIJ,Handgun,Jackson,MS
19880531NYPUB,unknown,Bronx,NY
19880520ILHUW,Handgun,Winnetka,IL
19880520ILHUW,Handgun,Winnetka,IL
19880520ILHUW,Handgun,Winnetka,IL
19880516FLFOF,Handgun,Fort Myers,FL
19880505ILMAC,Handgun,Chicago,IL
19880324TXTRA,Other,Austin,TX
19880323CACAS,unknown,San Bernadino,CA
19880304MILED,unknown,Detroit,MI
19880226RIBRB,Handgun,Bristol,RI
19880211FLPIL,Handgun,Largo,FL
19880211FLPIL,Handgun,Largo,FL
19880202ALWET,unknown,Tuscaloosa,AL
19880129TXREA,unknown,Austin,TX
19880120LASIR,Handgun,Ruston,LA
19880108PACRM,Handgun,Meadville,PA
19880106FLGAT,Handgun,Tampa,FL
19880105PASPS,Handgun,Springfield,PA
19871216TXMAK,Handgun,Katy,TX
19871215NYGRB,unknown,Brighton Beach,NY
19871204NYEAN,Handgun,New York,NY
19871202FLENJ,Handgun,Jacksonville,FL
19871130TXPES,Handgun,San Antonio,TX
19871114FLCLC,Handgun,Clearwater,FL
19871104MISOD,Handgun,Detroit,MI
19871030NCSOK,Handgun,Kingston,NC
19871014ILDUC,Handgun,Chicago,IL
19870928ILILL,Handgun,Lansing,IL
19870513ILOAO,Handgun,Oak Lawn,IL
19870506FLLET,Handgun,Tampa,FL
19870506ARMAJ,Handgun,Jonesboro,AR
19870503INPII,Handgun,Indianapolis,IN
19870430ORGRP,Handgun,Portland,OR
19870416MIMUD,Handgun,Detroit,MI
19870330CAPAS,Handgun,Santa Ana,CA
19870306TXRIE,unknown,El Paso,TX
19870302MODED,Handgun,De Kalb,MO
19870224NYMON,Handgun,New Rochelle,NY
19870213AZORM,unknown,Mayer,AZ
19870210ARDAD,Rifle,Dardanelle,AR
19870123MIRED,unknown,Detroit,MI
19870114CALOL,Handgun,Los Angeles,CA
19861204MTFEL,unknown,Lewistown,MT
19861008TXSOD,Handgun,Dallas,TX
19861003CAMOM,Handgun,Monrovia,CA
19860918CABEB,Handgun,Benicia,CA
19860912CAFAL,Handgun,Los Angeles,CA
19860517TNMAN,Handgun,Nashville,TN
19860515GACAA,Rifle,Atlanta,GA
19860509NCPIF,Handgun,Fayetteville,NC
19860429MOSES,Shotgun,Senath,MO
19860423FLCHM,Handgun,Miami,FL
